HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrGear,HrComment,HrCoRunningUrComm
2020-04-19,10,592,14,13,會展達人,C505,蘇狄雄,--,出閘迅速，居中間之前位置，走內欄。沿途走內欄以省腳程。直路上逐漸轉弱。最後一百五十米收慢。,
2020-04-19,10,592,2,4,行雲流水,D233,陳嘉熙,TT,自第十二檔出閘迅速，受催策上前領先。直彎路前走勢良佳。直路初帶離對手。接近一百米處時未能再加速及被超越，保住亞軍。,
2020-04-19,10,592,3,14,勁加加,B319,蔡明紹,--,留居後列，落後七個馬位，走第二疊。跑過五百五十米處後開始上前。入直路時走大外疊。衝刺強勁，過終點時取得季軍。,
2020-04-19,10,592,4,8,至尊高陞,D052,莫雷拉,--,出閘普通，居中間稍後位置，走第二疊。跑過五百米處後向外移出。直路上追前甚多，過終點時最為接近。,
2020-04-19,10,592,5,9,美麗標緻,C057,梁家俊,B/TT,自第十三檔出閘，留居包尾位置，落後約八個馬位。直路彎仍遙遙落後。直路初未能望空。其後衝刺良佳，過終點時最為接近。（見競賽事件報告。）,
2020-04-19,10,592,6,6,川河明駒,D237,郭能,--,自第十檔出閘，留居後列，落後六個馬位，走第二疊。直路彎落後相同距離。直路上略為追前，未能威脅前數名馬位。,
2020-04-19,10,592,7,12,三生好運,C359,田泰安,--,自第九檔出閘普通，居中間稍前位置，走第三疊。大部分途程沒有遮擋。跑過三百米處後受力策，略為交出反應。最後一百米逐漸轉弱。,
2020-04-19,10,592,8,10,龍戰士,C153,楊明綸,TT,留後，落後六個馬位，走內疊。直路彎前居相同位置。入直路後固守內疊，以穩勢衝刺。,
2020-04-19,10,592,9,1,健康美麗,B384,黃俊,CP/TT,出閘後不久被碰撞，居中間位置，走第二疊。直路彎前居相同位置。末段保持同速。,
2020-04-19,2,584,1,2,關鍵時機,C159,莫雷拉,V,收慢留後，走內欄。快步速有利發揮。四百米處以穩勢追前，勝出賽事。,
2020-04-19,2,584,10,3,睡眠攻略,C493,郭能,B,出閘緩慢，居中間之前位置，走第三疊。衝刺乏力。,
2020-04-19,2,584,11,14,霹靂狂龍,D003,蔡明紹,--,起步時與對手互相碰撞，早段收慢留後，但走大外疊。千五米處發力上前，居領放馬外側。快步速不利發揮。三百五十米處瞬即力竭。,
2020-04-19,2,584,12,7,福善,C426,潘頓,B/XB,受推策上前，走第三疊。快步速不利發揮。二百五十米處轉弱。一百五十米處靠近他駒的後蹄競跑。,
2020-04-19,2,584,13,12,劍聶風,A201,陳嘉熙,B,受力策上前。快步速不合發揮。三百米處力竭。,
2020-04-19,2,584,14,4,金如意,A172,賀銘年,--,收慢留居中間之後位置，走第三疊。五百米處墮退。,
2020-04-19,2,584,2,11,開心日子,A333,波健士,B/TT,居包尾位置。快步速有利發揮。三百米處以穩勢追前，跑獲亞軍。,
2020-04-19,2,584,3,5,精彩千里,C331,梁家俊,CP,受推策上前，走第二疊。快步速不合發揮。保持佳勢，跑獲季軍。,
2020-04-19,2,584,4,10,加州明雋,B363,田泰安,TT,受催策上前，移入內欄，以快步速領放。保持佳勢，二百米處轉弱。,
2020-04-19,2,584,5,8,神州福星,B326,何澤堯,CP/TT,出閘緩慢，居後列，走第二疊。快步速有利發揮。自四百米處至二百米處缺乏空位。望空後以穩勢追前。,
2020-04-19,2,584,6,13,皇圖,C123,蘇狄雄,--,早段受力策，居中間之前位置。快步速不合發揮。直路上保持位置。,
2020-04-19,2,584,7,6,尖子,C266,薛恩,SR,早段受推策，居後列，走第二至第四疊。二百米處以穩勢追前。,
2020-04-19,2,584,8,1,事勝意,T391,黃俊,SR/TT,起步時與對手互相碰撞，收慢留後，移入內欄。快步速有利發揮。二百五十米處以穩勢追前。,
2020-04-19,2,584,9,9,自然力量,C461,潘明輝,B,收慢留後，走第二疊。快步速有利發揮。直路上受困及嚴重勒避，未能施為。,
2020-04-19,3,585,1,12,威震天,V119,陳嘉熙,B/TT,在催策下取得領先，走勢暢順。直路上受催策，走勢強勁，勝出賽事。,
2020-04-19,3,585,10,13,皮具之星,C307,梁家俊,CP-/TT,出閘笨拙，沿欄居中間位置。直路上受催策，但反應平平。,
2020-04-19,3,585,11,3,上浦福滿,A193,郭能,B,居中間之前位置。直路上受催策，但毫無反應。,
2020-04-19,3,585,12,5,鑽飾神聖,A419,史卓豐,--,居中間位置。轉直路彎時受催策。直路上再受催策，但毫無反應。翌日右前腿不良於行。,
2020-04-19,3,585,13,2,赤火神龍,A350,薛恩,B,起步後留後。接近五百米處時受催策。入直路時走最外疊。直路上受催策，但毫無反應。,
2020-04-19,3,585,14,9,悅目星光,A137,黃皓楠,--,出閘時嚴重失蹄，因而失地，其後受催策上前，居中間之前位置。直路上力竭。,
2020-04-19,3,585,2,6,南莊瑞寶,B428,莫雷拉,B,起步後留居後列，走內欄。接近六百米處時上前。入直路時走外疊。直路上追前甚多，末段衝刺強勁。,
2020-04-19,3,585,3,1,翡翠福星,V020,潘頓,B,出閘笨拙，沿欄居中間之後位置。直路上受催策，衝刺強勁。（見競賽事件報告。）,
2020-04-19,3,585,4,8,嘉喜旺,C421,潘明輝,V/XB,過了千二米處後在沒遮擋下走外疊。接近一千米處時推進至領放馬外側。跑過五百五十米處時受催策。直路上保持走勢，末段衝刺良佳。,
2020-04-19,3,585,5,7,龍城猛將,V225,波健士,B/TT,沿欄居中間之前位置。末段受催策，但僅能保持同速。,
2020-04-19,3,585,6,10,美麗天使,C541,巫顯東,TT,居前列。跑過七百米處時開始推進。末段保持同速。,
2020-04-19,3,585,7,14,雄龍,C191,田泰安,H-/B/TT,居包廂位置。入直路時受催策。跑過一百米處時墮退。,
2020-04-19,3,585,8,4,榮冠大道,V378,賀銘年,V,起步後留居包尾位置。接近四百米處時嘗試上前。直路上略為追前。,
2020-04-19,3,585,9,11,日日靚,D070,何澤堯,B-/V1/TT,居中間之後位置。跑過七百米處時受催策。直路上受催策，但反應平平。,
2020-04-19,4,586,1,14,為食格格,C312,莫雷拉,TT,起步後收慢，留居中間之後位置。跑過五百米處時移出更外疊，迅速推進。入直路時快速上前，二百七十五米處取得領先，帶離對手，末段未受策，仍能壓倒衝刺強勁的亞軍馬匹獲勝。,
2020-04-19,4,586,10,2,好運多贏,B257,潘頓,SR/TT,起步後未受催策，收慢留居後列，離欄競跑。過了四百米處後走第三疊，有遮擋。自五百米處起受力策上前，但僅能保持位置。一直落後。,
2020-04-19,4,586,11,5,無限商機,C432,潘明輝,CP-/B1/TT,前速甚快，超越馬群取得領先。入直路後瞬即被追上，繼而被超越。最後二百米轉弱，洩氣潰敗。,
2020-04-19,4,586,12,9,競駿披星,C490,楊明綸,CP,起步時大力碰撞對手。首次轉彎時被迫出外疊，其後墮退。接近五百米處時受力策，但墮居包尾位置。直路上墮後甚遠。（氣管內有痰。表現欠佳，必須試閘及格。）,
2020-04-19,4,586,13,4,精準快車,D198,黎海榮,XB1,出閘不快，在力策下保持在中間位置，其後沿途在有遮擋下走第三疊。自六百米處起開始墮退，其後進一步轉弱。負所甚遠。（表現欠佳，必須試閘及格。）,
2020-04-19,4,586,14,10,愛逍遙,D190,蘇狄雄,--,起步後在馬匹之間被大力碰撞。首次轉彎時被迫走大外疊。其後在沒遮擋下走第四疊，居中間位置。自六百米處起開始失地，所負甚遠。（表現欠佳，必須試閘及格。）,
2020-04-19,4,586,2,12,旅英福星,C368,田泰安,B,起步後被碰撞及勒避，其後移入內欄，居包尾位置。持續居後列。接近直路彎時在馬群之後嚴重受困。直路上移出更外疊。最後二百米衝刺強勁，所負不足一個馬位。帶離季軍馬匹，未能取勝殊不夠運。,
2020-04-19,4,586,3,3,福威勝,B223,何澤堯,--,出閘笨拙，落後一個馬位，其後加速，進佔中間位置，在馬匹之間競跑。轉直路彎時移出更外疊。趨近二百五十米處時進佔第二位。在力拼下取得季軍，但所負頗遠。,
2020-04-19,4,586,4,8,八太子,A426,賀銘年,B/TT,沿途居內欄中間位置，走勢輕鬆。轉直路彎時移離內欄。接近二百米處時向外移出以望空。末段衝刺普通，跑獲殿軍，但所負頗遠。,
2020-04-19,4,586,5,1,平海飛星,B407,梁家俊,P,起步後展步上前，居前列。早段居第二位，九百米處留居第三位以取得遮擋。入直路前移出更外疊。三百米處進佔較接近領放馬的位置，末段未能再增速，逐漸轉弱，墮居中間位置。,
2020-04-19,4,586,6,6,吉金寶,C298,史卓豐,B,沿途居領先馬匹之後。自直路彎起直至跑過二百米處時在領放馬之後嚴重受困。接近一百米處時再度受困。末段望空，以佳勢衝刺，但賽事大局已定。若非受困，應能跑得更接近。,
2020-04-19,4,586,7,7,勇敢皇者,D132,薛恩,--,起步後留居尾三位置。趨近直路彎時在馬匹之間推進。末段保持在中間位置。,
2020-04-19,4,586,8,13,樂盈盈,C369,黃皓楠,B/TT,起步後受力策，但前速不及對手，墮居中間稍後位置，走內欄。轉直路彎時持續走內疊，但未能推進。居中間位置過終點，所負頗遠。,
2020-04-19,4,586,9,11,好運,B376,蔡明紹,CP,起步時大力碰撞他駒，早段走外疊，受催策上前。繞過馬群上前，多走腳程，跑過一千米處時進佔領放馬外側。入直路時受力策。二百五十米處未能再增速。,
2020-04-19,5,587,1,1,真勇士,D072,史卓豐,--,出閘迅速，受催策上前，取得領先。沿途走勢良佳。入直路後保持甚佳走勢。末段僅能力拒對手的挑戰勝出。,
2020-04-19,5,587,10,7,超然,V255,黃皓楠,--,起步時失蹄，與對手互相碰撞，居後列。直路彎落後九個馬位。直路上略為追前。,
2020-04-19,5,587,11,10,上捕先鋒,C300,田泰安,B,與對手同步出閘，居中間之前位置，走第二疊。直路彎落後三個馬位。直路初未能再增速。其後逐漸轉弱。（見競賽事件報告。）,
2020-04-19,5,587,12,5,怪獸都市,A190,蔡明紹,V,起步時與對手互相碰撞，居前列，但走外疊。沿途沒有遮擋。直路彎未能再增速。直路初力竭。,
2020-04-19,5,587,2,6,喜勁驥,C006,莫雷拉,H,出閘普通，居中間稍後位置。直路彎落後約五個馬位。直路上移出外疊，衝刺凌厲，跑獲亞軍。過終點時最為接近。,
2020-04-19,5,587,3,4,陽明滿滿,B047,何澤堯,B,出閘迅速，居前列，走外疊。入直路時落後一個馬位。直路上保持佳勢，跑獲季軍，未能威脅首兩名馬匹。,
2020-04-19,5,587,4,11,威風駿馬,B437,波健士,BO,與對手同步躍出，落後領放馬三個馬位，走內欄。直路彎落後相同距離。直路上追前頗多，過終點時最為接近。,
2020-04-19,5,587,5,2,精英寶貝,B015,潘明輝,B/TT,自第一檔出閘普通，落後領放馬一個馬位，走內欄。直路彎走勢輕鬆。直路上保持穩勢。,
2020-04-19,5,587,6,8,正時機,C161,蘇狄雄,B,自第十檔出閘，留居後列，落後約七個馬位。直路彎前居相同位置。直路上略為追前。,
2020-04-19,5,587,7,12,明月昇輝,A324,賀銘年,CP,出閘迅速，居中間位置，走第二疊。跑過四百五十米處後向外移出，以穩勢衝刺。,
2020-04-19,5,587,8,9,東龍陣,B394,梁家俊,TT,自第九檔出閘，留居中間之後位置，走第二疊。直路彎落後七個馬位。直路上略為追前。,
2020-04-19,5,587,9,3,恆駿寶駒,T262,黎海榮,B/H,出閘稍慢，受擠迫，居包尾位置。入直路時落後十一個馬位。直路上超越數匹已呈疲態的對手。,
2020-04-19,6,588,1,4,團結力量,D005,史卓豐,--,沿欄上前。四百米處向外移出。力拼至終點，以四分三馬位之先勝出。,
2020-04-19,6,588,10,10,繽紛駿驥,A292,黃皓楠,CP/TT,居中間位置，走外疊，但有遮擋。最後二百米轉弱。,
2020-04-19,6,588,11,14,舉世無雙,A310,楊明綸,B/H,居中間之後位置，走第三疊，但有遮擋。未能保持走勢。,
2020-04-19,6,588,12,3,進力之城,D113,賀銘年,CP/SR,居後列，走第三疊，有遮擋。直路上毫無表現。,
2020-04-19,6,588,13,7,百勝愛駒,D254,黎海榮,H/TT,居中間位置，走第三疊，有遮擋。直路上失地。,
2020-04-19,6,588,2,12,保羅承傳,C517,田泰安,B,上前取得領先，走內欄。末段衝刺強勁，僅以四分三馬位之差落敗。,
2020-04-19,6,588,3,1,嘉應精彩,C526,何澤堯,CP/TT,留後，起初走第二疊。過了五百米處後走第三疊，有遮擋。追前。末段持續上前，走勢良佳。,
2020-04-19,6,588,4,6,電訊火箭,C137,潘頓,CP,受催策上前，走第二疊。追前，但最後五十米力竭。,
2020-04-19,6,588,5,5,美麗多多,D116,莫雷拉,E/V,居中間位置，走第二疊。接近九百米處時搶口。保持走勢，一百米處轉弱。（見競賽事件報告。）,
2020-04-19,6,588,6,8,醒目再臨,A314,郭能,B/H/TT,居後列，走內欄。保持同速。,
2020-04-19,6,588,7,11,是必飛飛,D121,波健士,B,早段居中間位置。過了一千米處後上前，走外疊，沒有遮擋。過了二百米處後轉弱。,
2020-04-19,6,588,8,13,愛添勝,B362,潘明輝,B,留後，走內欄。略為追前，以穩勢衝刺。,
2020-04-19,6,588,9,2,奪速,D001,蔡明紹,B,居中間之後位置，走內欄。大致保持同速。,
2020-04-19,7,589,1,4,行星夢,D100,莫雷拉,B/TT,自第一檔出閘迅速。趨近首個彎位時並列第四位，落後逾兩個馬位。進入直路時重新發力。二百米處移離內欄以望空。加速良佳，接近終點時取得領先。,
2020-04-19,7,589,10,9,連利福將,B475,蔡明紹,--,早段居好位，其後並列第四位，僅落後約三個馬位，走第二疊。入直路時力竭。,
2020-04-19,7,589,11,6,再大大,D084,史卓豐,H1,早段居前列，受擠迫，墮居後列。直路上略為追前，未能構成威脅。,
2020-04-19,7,589,12,7,暖在你心,D272,楊明綸,CP1/XB1,居中間第七位，走內欄。直路上在催策下力竭。,
2020-04-19,7,589,2,1,團結精神,B230,陳嘉熙,B/TT,自最外檔出閘，受催策上前。跑過一千米處時取得領先。開始轉直路彎時移入內欄。直路初帶離逾一個馬位，但最後五十米被超越。,
2020-04-19,7,589,3,10,開心人生,C065,波健士,H/XB/TT,出閘普通，沿欄追前。跑過一千米處時受妨礙並墮退。進入直路時向外移出取位。衝刺強勁。,
2020-04-19,7,589,4,3,美麗精神,B409,郭能,CP/TT,出閘迅速，居中間稍後位置。在催策下力拼，末段表現最佳。,
2020-04-19,7,589,5,11,年年豐收,D180,何澤堯,--,居好位。開始轉直路彎時居第三位，落後約兩個馬位。直路上沿途在催策下保持同速。,
2020-04-19,7,589,6,8,智愛,A010,田泰安,B,自外檔出閘，居尾列。入直路時開始上前。保持走勢，末段表現最佳。,
2020-04-19,7,589,7,12,幸運拼圖,D112,巫顯東,--,早段居前列，繼而墮居中間之前第六位，沿途走外疊。直路上以穩勢力拼，外閃，未能構成威脅。,
2020-04-19,7,589,8,2,艮志騰雲,B119,潘頓,SR,自外檔出閘，受催策上前。在大部分途程上追趕領放馬。最後二百米再無餘力。（騎師被查詢此駒表現令人失望的原因。）,
2020-04-19,7,589,9,5,香音,C265,賀銘年,TT,入直路時居包尾位置。末段追前甚多。,
2020-04-19,8,590,1,3,公証福將,A148,賀銘年,XB/TT,早段收慢以取得遮擋，居後列。四百米處落後四個馬位。直路彎走最外疊。衝刺強勁，接近終點時超越領放馬勝出。,
2020-04-19,8,590,10,6,桃花盛,D234,潘明輝,--,瞬即移入內欄，居尾列。四百米處落後四個馬位。直路上未能上前。,
2020-04-19,8,590,11,7,發財寶,B220,黃皓楠,B/XB,自外檔出閘，切入第二疊，居中間位置。四百五十米處受催策。直路上後勁不繼。,
2020-04-19,8,590,12,8,家有喜事,C116,蘇狄雄,H,出閘一般，居包尾位置。直路上未能加速。再無爭勝機會時收慢。（流鼻血。）,
2020-04-19,8,590,2,4,軍力勁,B192,莫雷拉,V,出閘迅速，取得領先。跑過三百米處時加速。末段保持佳勢，接近終點時被超越。,
2020-04-19,8,590,3,2,夢幻人生,C166,史卓豐,B,在第三疊追趕領先馬匹。自七百米處起沒有遮擋。直路上對催策反應良佳。末段衝刺強勁，跑獲季軍。（騎師被查詢騎法。）,
2020-04-19,8,590,4,10,精算八方,A221,梁家俊,PC/XB,出閘一般，追趕領先馬匹，走第四疊。自八百米處起沒有遮擋。最後三百米力拼，但未能威脅領先馬匹。（騎師被查詢騎法。）,
2020-04-19,8,590,5,1,錶之銳,C193,何澤堯,H/PC/TT,留居接近包尾位置。留力至四百米處。保持走勢，但未能威脅頭三名馬匹。,
2020-04-19,8,590,6,9,星叻,C257,田泰安,--,自最外檔出閘，上前居領放馬外側。入直路時受力策，但未能加速，最後一百五十米轉弱。,
2020-04-19,8,590,7,12,旋里多彩,B469,波健士,B,開閘時向上跳躍，因而失地。恢復走勢，跑過一千米處時追趕領先馬匹。入直路時保持同速。最後二百米未能構成威脅。,
2020-04-19,8,590,8,5,加州銀晉,C042,巫顯東,H/TT,與對手同步出閘，受推策，跟隨領放馬。自七百米處起搶口。入直路時受力策，但再無反應。,
2020-04-19,8,590,9,11,成才,B085,蔡明紹,B,居中間位置，走內疊。五百米處受催策，但從未能加速上前挑戰。,
2020-04-19,9,591,1,9,好好利高,C226,巫顯東,--,自大外檔出閘迅速，受催策上前，取得領先。沿途走勢良佳。入直路時領先兩至三個馬位。直路上保持勁勢，勝出賽事。,
2020-04-19,9,591,10,10,大紅包,B246,何澤堯,XB,與對手同步出閘，居中間之後位置，走第四疊。沿途沒有遮擋。直路上衝刺乏力。（見競賽事件報告。）,
2020-04-19,9,591,11,3,妙算達人,B224,薛恩,B/TT,沿途居尾列。從未有力一爭。,
2020-04-19,9,591,12,7,綠彩威利,D264,郭能,TT,與對手同步出閘，居中間稍前位置，走第三疊。跑過七百米處後沒有遮擋。直路彎逐漸墮退。直路初轉弱。,
2020-04-19,9,591,2,1,激賞,A377,莫雷拉,--,自第一檔出閘迅速，居中間之前位置，走內欄。直路彎落後約三個馬位。衝刺良佳，取得亞軍，未能威脅頭馬。,
2020-04-19,9,591,3,12,超能力,D093,田泰安,XB,出閘普通，居中間位置，走第二疊。入直路時落後五個馬位。直路上追前甚多，取得一席季軍，未能構成威脅。,
2020-04-19,9,591,4,2,黃金甲,C071,梁家俊,CP,出閘普通，居中間之前位置，走第二疊。四百五十米處向外移出。直路上保持穩勢。,
2020-04-19,9,591,5,5,好吉利,A418,波健士,CP-/PC2,出閘緩慢，居中間之後位置，走內欄。直路彎走內欄節省腳程。以穩勢衝刺。,
2020-04-19,9,591,6,4,鞍歌,A177,賀銘年,B,與對手同步出閘，居中間之後位置，走第三疊，有遮擋。入直路時落後八個馬位。直路上被帶出外疊，略為追前。,
2020-04-19,9,591,7,11,新強勇駿,B065,黃俊,B/XB/TT,出閘迅速，未能切入內疊，早段居中間位置，走大外疊。跑過九百米處後受催策上前。中段居第二位。入直路時落後約三個馬位。直路初未能再增速，其後逐漸轉弱。,
2020-04-19,9,591,8,8,帆哥兒,B089,潘頓,TT,自第十一檔出閘，留居後列，走第三疊，有遮擋。入直路時落後約九個馬位。直路上超越數匹已洩氣的馬匹。,
2020-04-19,9,591,9,6,都靈紅星,B092,潘明輝,CP/TT,出閘普通，居後列，走第二疊。入直路時落後九個馬位。直路上衝刺乏力。,
2020-04-22,1,593,1,8,幸運大兄,A423,黃皓楠,B-/V1/TT,自第一檔出閘迅速，受催策上前，取得領先。直路彎前走勢暢順。直路上保持佳勢，力拒對手的挑戰勝出。,
2020-04-22,1,593,10,1,電子傳承,C322,薛恩,B-/XB-,出閘迅速，居中間位置，走第三疊。中段略為追近。沿途沒有遮擋。直路初未能再增速。最後二百米轉弱。,
2020-04-22,1,593,11,3,豹子膽,C389,田泰安,B-,與對手同步躍出，居中間之後位置，走第三疊。接近六百五十米處時被帶出更外疊。入直路時落後五個馬位。直路初轉弱。（見競賽事件報告。）,
2020-04-22,1,593,12,10,怡昌福星,B357,黃俊,B,自大外檔出閘普通，未能切入內疊，居中間之後位置，走大外疊。中段略為追近。直路彎未能再增速。直路初轉弱。,
2020-04-22,1,593,2,11,金剛秀,T436,梁家俊,B,出閘迅速，居中間之前位置，走內欄。中段沿欄略為追近。入直路後持續走內疊，衝刺強勁，跑獲亞軍，僅以短距離之差落敗。,
2020-04-22,1,593,3,6,葵涌精英,C173,潘頓,B/H/TT,起步時向內斜跑，碰撞對手，居中間位置，走第二疊。自六百五十米處起走第三疊。直路彎落後三個馬位。直路上追前頗多，跑獲季軍，但未能威脅首兩名馬匹。,
2020-04-22,1,593,4,2,晨曦寶馬,C023,史卓豐,B,出閘一般，落後四分三馬位，走第二疊。直路彎居相同位置。保持佳勢至一百米處。其後逐漸轉弱。,
2020-04-22,1,593,5,9,獵狐章者,B187,蔡明紹,B/TT,自第九檔出閘，留居後列，走第二疊。自七百五十米處起走第三疊。直路彎落後五個馬位，衝刺凌厲，過終點時最為接近。,
2020-04-22,1,593,6,7,神火金剛,B004,賀銘年,B,起步時與對手互相觸碰，居中間位置，走內欄。直路彎走內欄節省腳程。直路初略為追前。一百五十米處未能再增速。其後逐漸轉弱。,
2020-04-22,1,593,7,5,辣得真,C021,何澤堯,B,出閘笨拙，受擠迫，居後列，落後五至六個馬位，走內疊。直路彎走內疊節省腳程。直路上略為追前。,
2020-04-22,1,593,8,4,皇家魅力,A356,郭能,B/XB1/TT,出閘迅速，居中間之前位置，落後約兩個馬位，走第二疊。直路彎前居相同位置。直路初未能再增速。最後一百五十米轉弱。,
2020-04-22,1,593,9,12,運來威力,B120,楊明綸,B2/TT,起步時被對手碰撞，居中間之後位置，落後約四個馬位，走第二疊。直路彎居相若位置，以穩勢衝刺。,
2020-04-22,2,594,1,5,勇者勝,B010,潘頓,--,受推策，居中間位置，走第二至第三疊。儘管慢步速不合發揮，但三百米處衝刺強勁。,
2020-04-22,2,594,10,6,趣怡,D242,梁家俊,B,起步時勒避，居後列，走內欄。六百米處大力勒避。儘管慢步速不合發揮，但一百五十米處衝刺良佳。,
2020-04-22,2,594,11,11,超額認購,C361,潘明輝,H/XB,收慢，居領先馬匹之後，但走第三疊。七百米處上前。二百五十米處再無餘力。,
2020-04-22,2,594,12,9,百里名駒,C097,巫顯東,XB/TT,受力策，取得領先。以慢步速領放。三百五十米處瞬即力竭。,
2020-04-22,2,594,2,8,中華威威,D075,史卓豐,B/XB,起步後收慢，居後列，取得遮擋，走第二至第三疊。慢步速不利發揮。三百米處展開強勁衝刺。,
2020-04-22,2,594,3,12,樂飛勝,B450,黃皓楠,H,受推策，居中間之前位置，走第二疊。二百五十米處內閃。二百米處衝刺良佳，跑獲季軍。,
2020-04-22,2,594,4,7,銀時,C216,波健士,B,受力策上前，走第二疊。慢步速有利發揮。一百米處轉弱。,
2020-04-22,2,594,5,2,鑽得旺,C144,郭能,XB,收慢，居包廂位置。慢步速有利發揮。直路上保持位置。,
2020-04-22,2,594,6,1,馬功臣,A296,田泰安,B/E/TT,起步後收慢，走第二至第三疊。慢步速不合發揮。三百米處衝刺良佳。,
2020-04-22,2,594,7,10,果然友,C313,何澤堯,TT,起步後收慢，居後列，走第二疊。六百米處緊貼他駒後蹄。慢步速不利發揮。二百米處衝刺良佳。,
2020-04-22,2,594,8,4,無價寶,B254,薛恩,H/TT,起步後收慢。六百米處勒避，移入內欄。三百米處空位不足。略為上前。,
2020-04-22,2,594,9,3,紅星,V273,賀銘年,--,受力策固守內欄，居中間位置。慢步速不利發揮。直路上大部分途程受困。略為上前。,
2020-04-22,3,595,1,5,悅裕,B189,何澤堯,PC-/B2/TT,出閘笨拙後留後，走勢暢順。跑過七百米處時開始上前。跑過一百米處時加速。末段衝刺強勁，勝出賽事。,
2020-04-22,3,595,10,1,真益善,D268,賀銘年,B/TT,出閘緩慢，居包尾位置。跑過千八米處時上前。過了千三米處後居前列，在沒有遮擋下走外疊。過了七百米處後轉弱，包尾而回。必須經試閘及格後才可再次出賽。,
2020-04-22,3,595,2,7,全才,B213,潘頓,V-/XB/TT,起步時受擠迫，留居後列。接近八百米處時被帶出較外疊，沒有遮擋。接近七百米處時收慢以取得遮擋。轉直路彎時固守內欄。末段追前甚多，衝刺良佳。,
2020-04-22,3,595,3,6,福多寶,B026,蔡明紹,B,居包廂位置。跑過八百米處時開始上前。直路上對催策反應良佳。末段衝刺良佳。,
2020-04-22,3,595,4,8,高瞻遠矚,B345,史卓豐,B,居中間之前位置。中段跑過一千米處時上前。轉直路彎時取得領先。接近五十米處時墮退。騎師被查詢競跑策略。,
2020-04-22,3,595,5,4,興惑,B351,田泰安,B/TT,居中間之後位置。中段接近九百米處時上前。直路上保持同速。,
2020-04-22,3,595,6,9,美麗歡欣,D130,黃俊,B,受力策，取得領先。跑過九百米處時受到挑戰。跑過四百五十米處時受催策。直路上對催策反應平平。,
2020-04-22,3,595,7,10,情趣,V114,梁家俊,B/TT,居中間位置。跑過千三米處時進佔領放馬外側。跑過八百米處時受催策。直路上對催策毫無反應。,
2020-04-22,3,595,8,2,勇敢傳說,A260,郭能,B/TT,接近二千米處受擠迫時勒避，居後列，走內欄。跑過七百米處時嘗試推進。入直路時走最外疊。直路上對催策毫無反應。,
2020-04-22,3,595,9,3,文武傳奇,B137,薛恩,B/TT,居前列。跑過八百米處時墮退。直路上對催策毫無反應。,
2020-04-22,4,596,1,9,快閃的,A189,田泰安,B/TT,起步後不久居中間的好位，離欄競跑。直路彎移出更外疊。七十五米處逐漸追前，並排領先。末段力拼，以短距離之先勝出。,
2020-04-22,4,596,10,12,任意駒,C047,巫顯東,CP,起步後欠缺前速，受力策保持中間位置，走內欄。中段進一步墮退，跑過六百米處時受力策。毫無進展，洩氣潰敗。,
2020-04-22,4,596,11,11,表表馬,C233,梁家俊,B/TT,起步後不久展現前速，取得領先。跑過六百米處時被超越。入直路時僅落後領放馬一個馬位。最後二百米急促轉弱，過終點時僅居尾二位置。,
2020-04-22,4,596,12,5,泰益善,B358,賀銘年,B/TT,自最外檔出閘，收慢留居後列。繞過馬群在外疊推進，七百米處進佔第四位。六百米處受力策。直路上轉弱，包尾而回。,
2020-04-22,4,596,2,1,王者再現,V156,郭能,V,起步後欠缺前速，墮居尾二位置。跑過七百米處時受催策上前，接近彎位時穩步追前。二百五十米處移出較外疊。末段衝刺強勁，僅敗。,
2020-04-22,4,596,3,8,威威高星,D101,潘明輝,B,展現前速以推進，居領放馬外側。過了首段後收慢居領先馬匹之後。接近七百米處時移離內欄，追近領放馬。七十米處上前並排領先，末段被超越。,
2020-04-22,4,596,4,6,帝豪寶駒,C035,蔡明紹,B/TT,起步後受催策上前，進佔第三位，離欄競跑。跑過七百五十米處時移出更外疊。跑過六百米處時上前取得領先。保持領先，七十五米處被超越。緊隨頭三名馬匹過終點。,
2020-04-22,4,596,5,7,千金不換,D091,史卓豐,B,居中間位置，離欄競跑。四百米處持續居中間位置。直路上持續穩步追前，直至末段靠近他駒的後蹄處於窘境。所負不遠。,
2020-04-22,4,596,6,3,金元寶馬,C094,波健士,--,出閘迅速，早段收慢，居領先馬匹之後。過了首段後墮居中間位置。跑過四百米處時持續走內欄，僅落後領放馬兩個半馬位。其後再無進展。,
2020-04-22,4,596,7,4,陽光,A371,何澤堯,--,自外檔出閘，收慢留居包尾位置。四百米處持續居後列。其後略為追前，超越數駒，進佔中間位置。從未有力爭勝。,
2020-04-22,4,596,8,10,其樂無窮,S147,楊明綸,B/TT,起步後欠缺前速，墮居尾三位置，走內欄。四百米處並居包尾位置。入直路時移出最外疊。末段超越數匹已呈疲態的對手，但仍未能追近領先馬匹。,
2020-04-22,4,596,9,2,連利之星,S093,薛恩,B,起步後未受催策，向內移入，居中間之後位置，離欄競跑。六百米處移至第三疊，有遮擋，進佔中間位置，僅落後領放馬三個馬位。自五百米處起開始墮退，洩氣潰敗。,
2020-04-22,5,597,1,8,南區寶,D149,波健士,B-/H1/XB1/TT-,出閘時與對手互相碰撞，受催策上前領先。直路彎前走勢良佳。直路上保持甚佳走勢，以一馬頭位之先勝出賽事。,
