race_id,date,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,sec_time5,sec_time6,sec_time7,time1,time2,time3,time4,time5,time6,time7,place_combination1,place_combination2,place_combination3,place_combination4,place_dividend1,place_dividend2,place_dividend3,place_dividend4,win_combination1,win_dividend1,win_combination2,win_dividend2
5795,2004-12-01,HV,1,B,0,1000,GOOD,40-0,600000.0,5,12.65,21.48,23.71,,,,,12.65,34.13,57.84,,,,,2,3,5.0,,100.0,36.5,13.5,,2,364.5,,
5796,2004-12-01,HV,2,B,0,1000,GOOD,60-40,800000.0,4,12.84,21.51,23.07,,,,,12.84,34.35,57.42,,,,,2,9,7.0,,16.0,34.5,32.5,,2,70.5,,
5797,2004-12-01,HV,3,B,0,1200,GOOD,60-40,800000.0,4,23.62,22.59,24.18,,,,,23.62,46.21,70.39,,,,,10,8,7.0,,70.5,124.0,69.0,,10,321.0,,
5798,2004-12-01,HV,4,B,0,1650,GOOD,40-15,600000.0,5,28.67,24.9,24.91,24.05,,,,28.67,53.57,78.48,102.53,,,,3,5,8.0,,20.0,19.0,44.5,,3,48.0,,
5799,2004-12-01,HV,5,B,0,1200,GOOD,80-60,1165000.0,3,23.4,22.18,24.16,,,,,23.4,45.58,69.74,,,,,10,4,2.0,,27.5,18.0,23.5,,10,91.0,,
5800,2004-12-01,HV,6,B,0,1650,GOOD,60-40,800000.0,4,28.0,23.68,24.82,24.27,,,,28.0,51.68,76.5,100.77,,,,1,4,5.0,,16.0,37.0,40.5,,1,34.5,,
5801,2004-12-01,HV,7,B,0,1200,GOOD,80-60,1165000.0,3,23.63,22.48,24.03,,,,,23.63,46.11,70.14,,,,,7,6,11.0,,13.0,25.0,16.5,,7,25.0,,
5802,2004-12-01,HV,8,B,0,1800,GOOD,85-60,1165000.0,3,13.59,23.29,25.21,25.73,23.9,,,13.59,36.88,62.09,87.82,111.72,,,7,1,4.0,,26.5,63.5,19.0,,7,56.0,,
5803,2004-12-05,ST,1,A,0,1400,GOOD,40-15,600000.0,5,13.34,21.95,23.6,24.25,,,,13.34,35.29,58.89,83.14,,,,8,2,13.0,,28.0,16.5,77.0,,8,91.0,,
5804,2004-12-05,ST,2,A,0,1200,GOOD,60-40,800000.0,4,24.26,23.17,22.69,,,,,24.26,47.43,70.12,,,,,5,9,6.0,,14.5,28.5,19.5,,5,34.5,,
5805,2004-12-05,ST,3,A,0,1200,GOOD,60-40,800000.0,4,24.13,23.35,23.04,,,,,24.13,47.48,70.52,,,,,3,5,1.0,,19.5,20.0,40.5,,3,55.0,,
5806,2004-12-05,ST,4,A,0,1600,GOOD,60-40,800000.0,4,24.34,22.46,23.85,24.3,,,,24.34,46.8,70.65,94.95,,,,11,13,10.0,,28.5,55.0,13.5,,11,88.0,,
5807,2004-12-05,ST,5,A,0,2000,GOOD,60-40,800000.0,4,25.77,25.01,26.15,25.29,23.0,,,25.77,50.78,76.93,102.22,125.22,,,9,4,8.0,,19.5,21.0,47.0,,9,69.5,,
5808,2004-12-05,ST,6,A,0,1400,GOOD,100-80,1650000.0,2,13.6,22.11,24.21,22.73,,,,13.6,35.71,59.92,82.65,,,,12,4,1.0,,48.0,11.5,52.0,,12,274.5,,
5809,2004-12-05,ST,7,A,0,1200,GOOD,110-90,2400000.0,1,23.67,22.21,23.01,,,,,23.67,45.88,68.89,,,,,6,11,7.0,,10.1,35.5,14.0,,6,16.5,,
5810,2004-12-05,ST,8,A,0,1200,GOOD,90-70,1650000.0,2,23.59,22.93,23.2,,,,,23.59,46.52,69.72,,,,,11,2,3.0,,16.5,22.5,26.5,,11,44.0,,
5811,2004-12-05,ST,9,A,0,2000,GOOD,G,18000000.0,11,25.79,23.63,25.24,24.21,22.89,,,25.79,49.42,74.66,98.87,121.76,,,2,9,4.0,,13.5,34.0,17.0,,2,33.5,,
5812,2004-12-05,ST,10,A,0,1600,GOOD,80-60,1165000.0,3,25.1,23.09,24.18,23.09,,,,25.1,48.19,72.37,95.46,,,,4,13,9.0,,18.0,65.0,16.5,,4,49.0,,
5813,2004-12-08,HV,1,C,0,1650,GOOD TO YIELDING,60-40,800000.0,4,27.33,23.65,25.12,24.62,,,,27.33,50.98,76.1,100.72,,,,5,1,2.0,,17.5,19.5,43.0,,5,48.0,,
5814,2004-12-08,HV,2,C,0,2200,GOOD TO YIELDING,40-0,600000.0,5,14.13,22.6,25.09,25.77,26.04,25.53,,14.13,36.73,61.82,87.59,113.63,139.16,,4,7,8.0,,41.0,40.0,24.0,,4,134.5,,
5815,2004-12-08,HV,3,C,0,1650,GOOD TO YIELDING,60-40,800000.0,4,28.31,24.63,25.01,24.13,,,,28.31,52.94,77.95,102.08,,,,2,7,12.0,,31.0,26.5,51.5,,2,121.0,,
5816,2004-12-08,HV,4,C,0,1000,GOOD TO YIELDING,80-60,1165000.0,3,12.75,21.58,23.38,,,,,12.75,34.33,57.71,,,,,2,11,1.0,,42.0,19.0,14.5,,2,233.5,,
5817,2004-12-08,HV,5,C,0,1200,GOOD TO YIELDING,60-40,800000.0,4,23.84,22.85,23.8,,,,,23.84,46.69,70.49,,,,,10,2,7.0,,16.0,20.5,21.5,,10,44.0,,
5818,2004-12-08,HV,6,C,0,1650,GOOD TO YIELDING,80-60,1165000.0,3,28.27,25.29,24.46,24.21,,,,28.27,53.56,78.02,102.23,,,,6,9,3.0,,15.5,27.5,33.5,,6,34.5,,
5819,2004-12-08,HV,7,C,0,1800,GOOD TO YIELDING,90+,2400000.0,1,13.65,23.63,24.07,24.16,23.95,,,13.65,37.28,61.35,85.51,109.46,,,9,6,11.0,,16.0,28.5,67.5,,9,42.5,,
5820,2004-12-08,HV,8,C,0,1200,GOOD TO YIELDING,80-60,1165000.0,3,23.65,23.12,23.9,,,,,23.65,46.77,70.67,,,,,8,4,10.0,,25.0,14.5,27.5,,8,65.5,,
5821,2004-12-13,ST,1,A,1,1200,GOOD,40-15,600000.0,5,23.62,22.54,23.43,,,,,23.62,46.16,69.59,,,,,8,9,1.0,,53.0,29.0,35.0,,8,217.5,,
5822,2004-12-13,ST,2,A+3,0,1400,GOOD,60-40,800000.0,4,13.46,21.15,23.4,24.43,,,,13.46,34.61,58.01,82.44,,,,8,4,9.0,,17.5,31.0,27.5,,8,44.0,,
5823,2004-12-13,ST,3,A+3,0,1400,GOOD,60-40,800000.0,4,13.42,21.31,23.12,24.1,,,,13.42,34.73,57.85,81.95,,,,1,9,6.0,,16.5,57.0,22.5,,1,30.5,,
5824,2004-12-13,ST,4,A+3,0,1000,GOOD,60-40,800000.0,4,13.06,20.9,22.78,,,,,13.06,33.96,56.74,,,,,1,11,2.0,,15.5,300.0,18.0,,1,42.5,,
5825,2004-12-13,ST,5,A+3,0,1400,GOOD,60-40,800000.0,4,13.64,21.58,23.82,23.41,,,,13.64,35.22,59.04,82.45,,,,5,9,8.0,,26.0,50.5,26.0,,5,70.5,,
5826,2004-12-13,ST,6,A+3,0,2000,GOOD,80-60,1165000.0,3,25.24,24.24,25.23,24.21,23.09,,,25.24,49.48,74.71,98.92,122.01,,,2,4,12.0,,25.5,61.5,18.5,,2,69.0,,
5827,2004-12-13,ST,7,A,1,1200,GOOD,60-40,800000.0,4,23.38,22.03,23.73,,,,,23.38,45.41,69.14,,,,,10,5,3.0,,23.5,20.5,37.0,,10,89.5,,
5828,2004-12-13,ST,8,A+3,0,1600,GOOD,80-60,1165000.0,3,24.74,22.92,23.34,23.37,,,,24.74,47.66,71.0,94.37,,,,1,11,7.0,,44.0,68.5,41.5,,1,179.5,,
5829,2004-12-13,ST,9,A+3,0,1400,GOOD,80-60,1165000.0,3,13.56,21.39,23.37,23.42,,,,13.56,34.95,58.32,81.74,,,,6,2,7.0,,20.0,27.0,58.5,,6,61.5,,
5830,2004-12-13,ST,10,A+3,0,1200,GOOD,80-60,1165000.0,3,24.13,23.57,22.27,,,,,24.13,47.7,69.97,,,,,6,8,11.0,,25.0,12.5,13.5,,6,137.5,,
5831,2004-12-13,ST,11,A+3,0,1600,GOOD,100-80,1650000.0,2,24.71,23.07,23.45,23.21,,,,24.71,47.78,71.23,94.44,,,,4,1,2.0,,15.5,16.0,53.5,,4,30.5,,
5832,2004-12-16,HV,1,C+3,0,1650,GOOD,40-0,600000.0,5,28.7,25.37,24.76,23.0,,,,28.7,54.07,78.83,101.83,,,,10,6,8.0,,17.0,19.0,29.5,,10,43.0,,
5833,2004-12-16,HV,2,C+3,0,1200,GOOD,40-15,600000.0,5,23.85,23.32,23.57,,,,,23.85,47.17,70.74,,,,,5,4,10.0,,18.0,19.0,23.5,,5,48.0,,
5834,2004-12-16,HV,3,C+3,0,1200,GOOD,60-40,800000.0,4,23.85,23.24,23.59,,,,,23.85,47.09,70.68,,,,,7,10,5.0,,12.0,37.0,36.5,,7,18.0,,
5835,2004-12-16,HV,4,C+3,0,1800,GOOD,60-40,800000.0,4,13.71,23.43,24.6,25.29,23.53,,,13.71,37.14,61.74,87.03,110.56,,,7,11,1.0,,15.5,25.5,13.5,,7,38.5,,
5836,2004-12-16,HV,5,C+3,0,1650,GOOD,60-40,800000.0,4,28.88,25.71,25.83,22.88,,,,28.88,54.59,80.42,103.3,,,,7,8,6.0,,17.5,77.0,22.0,,7,39.5,,
5837,2004-12-16,HV,6,C+3,0,1650,GOOD,80-60,1165000.0,3,27.35,23.54,24.91,23.93,,,,27.35,50.89,75.8,99.73,,,,5,9,10.0,,18.5,16.0,79.0,,5,41.0,,
5838,2004-12-16,HV,7,C+3,0,1200,GOOD,80-60,1165000.0,3,23.56,23.07,23.4,,,,,23.56,46.63,70.03,,,,,7,2,9.0,,20.0,22.5,48.5,,7,40.5,,
5839,2004-12-16,HV,8,C+3,0,1200,GOOD,85-60,1165000.0,3,23.6,23.45,23.11,,,,,23.6,47.05,70.16,,,,,4,9,6.0,,12.5,177.5,23.0,,4,19.0,,
5840,2004-12-19,ST,1,B+2,0,1400,GOOD,60-40,800000.0,4,13.7,22.2,22.96,23.37,,,,13.7,35.9,58.86,82.23,,,,5,14,7.0,,10.5,28.0,17.5,,5,16.0,,
5841,2004-12-19,ST,2,B+2,0,1600,GOOD,40-15,600000.0,5,24.15,23.14,24.87,23.59,,,,24.15,47.29,72.16,95.75,,,,7,9,12.0,,26.0,51.5,15.5,,7,81.0,,
5842,2004-12-19,ST,3,B+2,0,1200,GOOD,G,4000000.0,12,23.88,22.56,21.92,,,,,23.88,46.44,68.36,,,,,5,4,2.0,,12.0,11.5,15.5,,5,29.5,,
5843,2004-12-19,ST,4,B+2,0,1200,GOOD,60-40,800000.0,4,24.74,22.84,22.08,,,,,24.74,47.58,69.66,,,,,4,12,9.0,,26.0,32.5,19.0,,4,97.5,,
5844,2004-12-19,ST,5,B+2,0,1000,GOOD,80-60,1165000.0,3,13.09,20.41,22.24,,,,,13.09,33.5,55.74,,,,,2,11,13.0,,37.5,24.0,40.5,,2,104.0,,
5845,2004-12-19,ST,6,B+2,0,1600,GOOD,60-40,800000.0,4,24.59,23.18,24.06,23.54,,,,24.59,47.77,71.83,95.37,,,,5,9,13.0,,15.0,68.5,68.5,,5,30.0,,
5846,2004-12-19,ST,7,B+2,0,1600,GOOD,G,4000000.0,12,24.38,22.79,23.34,22.71,,,,24.38,47.17,70.51,93.22,,,,4,5,1.0,,20.0,19.5,21.0,,4,66.5,,
5847,2004-12-19,ST,8,B+2,0,2200,GOOD,105-80,1650000.0,2,13.84,22.48,25.21,24.18,24.16,22.97,,13.84,36.32,61.53,85.71,109.87,132.84,,4,7,5.0,,14.5,19.0,36.5,,4,35.0,,
5848,2004-12-19,ST,9,B+2,0,1200,GOOD,80-60,1165000.0,3,24.26,22.31,22.65,,,,,24.26,46.57,69.22,,,,,4,11,12.0,,14.5,97.5,33.5,,4,29.5,,
5849,2004-12-19,ST,10,B+2,0,1400,GOOD,80-60,1165000.0,3,13.65,22.09,23.56,22.95,,,,13.65,35.74,59.3,82.25,,,,11,12,2.0,,29.0,25.0,16.0,,11,77.5,,
5850,2004-12-22,ST,1,A,1,1200,GOOD,60-40,800000.0,4,23.67,22.67,22.81,,,,,23.67,46.34,69.15,,,,,9,1,7.0,,24.5,17.5,16.5,,9,70.0,,
5851,2004-12-22,ST,2,A,1,1800,GOOD,40-0,600000.0,5,13.84,24.09,25.32,24.77,23.39,,,13.84,37.93,63.25,88.02,111.41,,,11,1,12.0,,47.5,19.5,63.5,,11,157.0,,
5852,2004-12-22,ST,3,A,1,1200,GOOD,115-90,2400000.0,1,23.21,22.01,23.13,,,,,23.21,45.22,68.35,,,,,8,4,7.0,,10.5,17.5,29.0,,8,22.0,,
5853,2004-12-22,ST,4,A,1,1650,GOOD,60-40,800000.0,4,27.66,22.9,24.24,24.82,,,,27.66,50.56,74.8,99.62,,,,3,4,13.0,,70.0,15.5,18.0,,3,256.0,,
5854,2004-12-22,ST,5,A,1,1800,GOOD,60-40,800000.0,4,13.84,22.92,24.29,24.38,23.79,,,13.84,36.76,61.05,85.43,109.22,,,3,2,14.0,,16.0,18.0,33.0,,3,36.0,,
5855,2004-12-22,ST,6,A,1,1200,GOOD,90-70,1650000.0,2,23.39,22.53,22.18,,,,,23.39,45.92,68.1,,,,,2,11,5.0,,14.5,18.0,34.5,,2,27.5,,
5856,2004-12-22,ST,7,A,1,1650,GOOD,85-60,1165000.0,3,28.25,23.95,23.45,23.12,,,,28.25,52.2,75.65,98.77,,,,10,5,1.0,,38.0,19.5,51.0,,10,111.0,,
5857,2004-12-22,ST,8,A,1,1200,GOOD,80-60,1165000.0,3,23.42,21.72,23.61,,,,,23.42,45.14,68.75,,,,,4,5,2.0,,26.0,26.5,19.0,,4,97.0,,
5858,2004-12-26,ST,1,C,0,1000,GOOD TO YIELDING,G,800000.0,6,13.48,20.55,22.58,,,,,13.48,34.03,56.61,,,,,3,5,,,14.5,11.0,,,3,42.5,,
5859,2004-12-26,ST,2,C,0,1400,GOOD TO YIELDING,40-0,600000.0,5,13.49,22.28,23.59,24.32,,,,13.49,35.77,59.36,83.68,,,,10,9,5.0,,25.0,41.0,28.5,,10,83.5,,
5860,2004-12-26,ST,3,C,0,1200,GOOD TO YIELDING,40-15,600000.0,5,24.48,22.87,23.34,,,,,24.48,47.35,70.69,,,,,9,11,2.0,,20.5,30.5,36.0,,9,56.5,,
5861,2004-12-26,ST,4,C,0,1200,GOOD TO YIELDING,60-40,800000.0,4,23.73,22.65,23.94,,,,,23.73,46.38,70.32,,,,,5,1,8.0,,34.5,20.5,294.5,,5,169.0,,
5862,2004-12-26,ST,5,C,0,1600,GOOD TO YIELDING,60-40,800000.0,4,24.35,22.79,24.13,24.44,,,,24.35,47.14,71.27,95.71,,,,9,5,1.0,,23.0,15.0,29.5,,9,60.5,,
5863,2004-12-26,ST,6,C,0,1000,GOOD TO YIELDING,60-40,800000.0,4,13.12,20.75,23.18,,,,,13.12,33.87,57.05,,,,,1,11,10.0,,19.0,35.0,14.5,,1,57.0,,
5864,2004-12-26,ST,7,C,0,1200,GOOD TO YIELDING,80-60,1165000.0,3,24.43,23.12,22.77,,,,,24.43,47.55,70.32,,,,,5,6,1.0,,14.5,10.5,23.5,,5,35.0,,
5865,2004-12-26,ST,8,C,0,1800,GOOD TO YIELDING,80-60,1165000.0,3,13.84,21.82,23.4,24.87,24.14,,,13.84,35.66,59.06,83.93,108.07,,,4,3,5.0,,49.0,11.0,124.0,,4,209.0,,
5866,2004-12-26,ST,9,C,0,1600,GOOD TO YIELDING,80-60,1165000.0,3,24.74,23.09,23.87,23.64,,,,24.74,47.83,71.7,95.34,,,,12,8,2.0,,17.5,31.0,17.0,,12,48.5,,
5867,2004-12-26,ST,10,C,0,1400,GOOD TO YIELDING,80-60,1165000.0,3,13.37,22.09,23.98,23.57,,,,13.37,35.46,59.44,83.01,,,,8,1,4.0,,62.5,25.5,13.5,,8,308.5,,
5868,2004-12-26,ST,11,C,0,1400,GOOD TO YIELDING,95-75,1650000.0,2,13.43,21.78,23.65,23.57,,,,13.43,35.21,58.86,82.43,,,,11,14,8.0,,15.0,70.5,26.0,,11,31.5,,
5869,2004-12-29,HV,1,A,0,1000,GOOD TO YIELDING,40-15,600000.0,5,12.67,21.64,23.2,,,,,12.67,34.31,57.51,,,,,7,2,6.0,,34.0,18.5,39.5,,7,84.0,,
5870,2004-12-29,HV,2,A,0,1200,GOOD TO YIELDING,60-40,800000.0,4,23.6,22.84,23.52,,,,,23.6,46.44,69.96,,,,,7,1,4.0,,21.5,13.0,23.0,,7,75.0,,
5871,2004-12-29,HV,3,A,0,1200,GOOD TO YIELDING,60-40,800000.0,4,23.71,22.85,24.3,,,,,23.71,46.56,70.86,,,,,5,1,3.0,,72.5,26.0,22.5,,5,291.0,,
5872,2004-12-29,HV,4,A,0,1650,GOOD TO YIELDING,40-0,600000.0,5,27.92,25.3,24.18,24.51,,,,27.92,53.22,77.4,101.91,,,,3,4,11.0,,32.0,20.5,27.5,,3,96.5,,
5873,2004-12-29,HV,5,A,0,1650,GOOD TO YIELDING,60-40,800000.0,4,27.22,24.38,25.55,24.44,,,,27.22,51.6,77.15,101.59,,,,4,2,12.0,,18.5,17.5,59.5,,4,51.5,,
5874,2004-12-29,HV,6,A,0,1200,GOOD TO YIELDING,80-60,1165000.0,3,23.71,22.67,23.69,,,,,23.71,46.38,70.07,,,,,5,3,1.0,,12.5,22.5,31.5,,5,31.5,,
5875,2004-12-29,HV,7,A,0,1000,GOOD TO YIELDING,80-60,1165000.0,3,12.59,21.19,23.63,,,,,12.59,33.78,57.41,,,,,1,2,8.0,,33.0,21.0,41.5,,1,121.0,,
5876,2004-12-29,HV,8,A,0,1650,GOOD TO YIELDING,100-80,1650000.0,2,27.54,24.35,24.98,23.56,,,,27.54,51.89,76.87,100.43,,,,8,11,9.0,,28.5,15.5,20.0,,8,94.5,,
5877,2004-12-29,HV,9,A,0,1650,GOOD TO YIELDING,80-60,1165000.0,3,27.86,23.63,24.9,24.36,,,,27.86,51.49,76.39,100.75,,,,8,4,2.0,,18.0,18.0,22.0,,8,46.5,,
5878,2005-01-01,ST,1,A,1,1650,GOOD,40-15,600000.0,5,28.17,23.7,24.48,23.46,,,,28.17,51.87,76.35,99.81,,,,9,11,10.0,,78.5,28.5,22.0,,9,173.0,,
5879,2005-01-01,ST,2,C+3,0,1400,GOOD TO FIRM,115-95,2400000.0,1,13.76,22.37,22.01,22.38,,,,13.76,36.13,58.14,80.52,,,,6,1,,,17.5,63.5,,,6,25.5,,
5880,2005-01-01,ST,3,C+3,0,1000,GOOD TO FIRM,60-40,800000.0,4,13.01,20.55,21.98,,,,,13.01,33.56,55.54,,,,,8,5,4.0,,31.5,14.0,39.0,,8,118.5,,
5881,2005-01-01,ST,4,A,1,1200,GOOD,60-40,800000.0,4,23.96,23.18,22.98,,,,,23.96,47.14,70.12,,,,,12,4,8.0,,15.0,21.0,30.5,,12,35.5,,
5882,2005-01-01,ST,5,C+3,0,1200,GOOD TO FIRM,80-60,1165000.0,3,23.92,22.68,22.33,,,,,23.92,46.6,68.93,,,,,2,1,5.0,,46.5,15.0,35.5,,2,133.5,,
5883,2005-01-01,ST,6,C+3,0,1400,GOOD TO FIRM,60-40,800000.0,4,13.68,21.98,23.95,22.61,,,,13.68,35.66,59.61,82.22,,,,6,3,7.0,,29.5,43.5,20.5,,6,113.0,,
5884,2005-01-01,ST,7,C+3,0,1800,GOOD TO FIRM,60-40,800000.0,4,13.92,22.62,24.16,24.52,22.84,,,13.92,36.54,60.7,85.22,108.06,,,5,3,4.0,,28.5,15.5,26.0,,5,79.0,,
5885,2005-01-01,ST,8,C+3,0,1200,GOOD TO FIRM,80-60,1165000.0,3,23.74,22.15,22.99,,,,,23.74,45.89,68.88,,,,,4,3,8.0,,12.5,13.0,29.5,,4,19.0,,
5886,2005-01-01,ST,9,C+3,0,1400,GOOD TO FIRM,80-60,1165000.0,3,13.46,21.64,24.07,23.06,,,,13.46,35.1,59.17,82.23,,,,8,6,12.0,,18.5,47.0,17.0,,8,48.5,,
5887,2005-01-01,ST,10,C+3,0,1200,GOOD TO FIRM,100-80,1650000.0,2,23.93,22.0,22.76,,,,,23.93,45.93,68.69,,,,,5,3,6.0,,13.5,17.5,45.5,,5,27.0,,
5888,2005-01-05,HV,1,B,0,1800,GOOD,40-15,600000.0,5,13.96,23.45,25.71,23.9,24.19,,,13.96,37.41,63.12,87.02,111.21,,,7,9,2.0,,41.5,34.5,47.5,,7,142.5,,
5889,2005-01-05,HV,2,B,0,1650,GOOD,60-40,800000.0,4,28.58,25.16,24.45,23.39,,,,28.58,53.74,78.19,101.58,,,,7,11,1.0,,30.5,27.5,25.5,,7,113.5,,
5890,2005-01-05,HV,3,B,0,1200,GOOD,60-40,800000.0,4,23.79,22.57,24.02,,,,,23.79,46.36,70.38,,,,,4,12,2.0,,12.0,14.5,70.5,,4,23.0,,
5891,2005-01-05,HV,4,B,0,1650,GOOD,60-40,800000.0,4,27.91,24.54,24.96,24.08,,,,27.91,52.45,77.41,101.49,,,,11,9,4.0,,39.5,17.5,74.5,,11,152.5,,
5892,2005-01-05,HV,5,B,0,2200,GOOD,85-60,1165000.0,3,13.95,23.42,24.9,25.66,24.9,24.47,,13.95,37.37,62.27,87.93,112.83,137.3,,7,10,12.0,,33.5,14.0,26.5,,7,150.5,,
5893,2005-01-05,HV,6,B,0,1000,GOOD,80-60,1165000.0,3,12.64,21.44,23.18,,,,,12.64,34.08,57.26,,,,,9,2,8.0,,33.0,17.5,24.5,,9,131.5,,
5894,2005-01-05,HV,7,B,0,1650,GOOD,80-60,1165000.0,3,27.38,23.53,24.9,24.59,,,,27.38,50.91,75.81,100.4,,,,3,5,8.0,,22.5,45.0,36.5,,3,67.5,,
5895,2005-01-05,HV,8,B,0,1200,GOOD,80-60,1165000.0,3,23.48,22.98,23.55,,,,,23.48,46.46,70.01,,,,,9,4,2.0,,18.5,15.5,73.0,,9,47.5,,
5896,2005-01-09,ST,1,A,0,1400,GOOD,40-15,600000.0,5,13.68,22.0,23.49,23.66,,,,13.68,35.68,59.17,82.83,,,,1,3,14.0,,15.5,36.5,44.0,,1,34.0,,
5897,2005-01-09,ST,2,A,0,1400,GOOD,60-40,800000.0,4,13.59,21.87,23.6,23.83,,,,13.59,35.46,59.06,82.89,,,,8,4,11.0,,26.5,70.0,30.0,,8,65.0,,
5898,2005-01-09,ST,3,A,0,1200,GOOD,60-40,800000.0,4,23.88,22.75,23.61,,,,,23.88,46.63,70.24,,,,,2,1,6.0,,35.0,14.0,24.5,,2,91.0,,
5899,2005-01-09,ST,4,A,0,1200,GOOD TO YIELDING,80-60,1165000.0,3,24.31,22.82,23.54,,,,,24.31,47.13,70.67,,,,,13,5,2.0,,47.5,40.0,53.0,,13,237.0,,
5900,2005-01-09,ST,5,A,0,2400,GOOD TO YIELDING,80+,3000000.0,13,25.18,24.07,26.36,26.21,24.73,23.2,,25.18,49.25,75.61,101.82,126.55,149.75,,6,9,3.0,,19.0,29.5,13.5,,6,93.0,,
5901,2005-01-09,ST,6,A,0,1600,GOOD TO YIELDING,60-40,800000.0,4,24.98,23.74,24.55,24.1,,,,24.98,48.72,73.27,97.37,,,,6,9,5.0,,50.5,30.0,122.5,,6,161.5,,
5902,2005-01-09,ST,7,A,0,1400,YIELDING,80-60,1165000.0,3,13.48,22.39,23.96,23.96,,,,13.48,35.87,59.83,83.79,,,,8,3,5.0,,19.0,18.5,18.0,,8,49.0,,
5903,2005-01-09,ST,8,A,0,2000,YIELDING,G,20000000.0,11,25.21,24.29,24.27,23.99,23.56,,,25.21,49.5,73.77,97.76,121.32,,,10,5,1.0,,19.5,101.0,55.5,,10,55.5,,
5904,2005-01-09,ST,9,A,0,1600,YIELDING,80-60,1165000.0,3,24.99,24.15,24.66,23.69,,,,24.99,49.14,73.8,97.49,,,,3,6,8.0,,38.5,15.0,19.0,,3,142.5,,
5905,2005-01-09,ST,10,A,0,1600,YIELDING,100-80,1650000.0,2,25.07,23.38,24.23,24.31,,,,25.07,48.45,72.68,96.99,,,,5,3,7.0,,31.5,27.5,17.5,,5,96.0,,
5906,2005-01-12,HV,1,C,0,1650,GOOD,40-15,600000.0,5,27.82,24.41,23.82,24.39,,,,27.82,52.23,76.05,100.44,,,,4,9,10.0,,20.5,16.5,32.5,,4,80.0,,
5907,2005-01-12,HV,2,C,0,1000,GOOD,60-40,800000.0,4,12.62,21.39,23.01,,,,,12.62,34.01,57.02,,,,,4,1,11.0,,30.0,15.5,18.5,,4,108.5,,
5908,2005-01-12,HV,3,C,0,1200,GOOD,40-0,600000.0,5,23.54,23.29,23.82,,,,,23.54,46.83,70.65,,,,,10,11,2.0,,19.0,26.5,14.5,,10,45.0,,
5909,2005-01-12,HV,4,C,0,1200,GOOD,60-40,800000.0,4,23.82,22.54,23.95,,,,,23.82,46.36,70.31,,,,,2,4,6.0,,13.0,19.5,56.5,,2,26.5,,
5910,2005-01-12,HV,5,C,0,1800,GOOD,60-40,800000.0,4,13.57,22.45,23.74,25.37,24.6,,,13.57,36.02,59.76,85.13,109.73,,,11,10,7.0,,17.0,30.5,25.5,,11,42.5,,
5911,2005-01-12,HV,6,C,0,1200,GOOD,80-60,1165000.0,3,23.64,23.17,23.25,,,,,23.64,46.81,70.06,,,,,10,1,2.0,,13.0,32.5,24.0,,10,26.0,,
5912,2005-01-12,HV,7,C,0,1650,GOOD,80-60,1165000.0,3,28.22,23.84,25.13,23.29,,,,28.22,52.06,77.19,100.48,,,,8,4,2.0,,13.5,31.0,15.5,,8,25.5,,
5913,2005-01-12,HV,8,C,0,1200,GOOD,100-80,1650000.0,2,23.54,22.89,23.78,,,,,23.54,46.43,70.21,,,,,9,1,3.0,,19.5,21.5,44.0,,9,64.5,,
5914,2005-01-16,ST,1,B,0,1000,GOOD,G,800000.0,6,13.59,20.76,22.84,,,,,13.59,34.35,57.19,,,,,5,1,2.0,,11.5,10.1,15.5,,5,58.5,,
5915,2005-01-16,ST,2,B,0,2200,GOOD,40-15,600000.0,5,14.06,23.59,25.82,26.08,24.35,24.07,,14.06,37.65,63.47,89.55,113.9,137.97,,3,4,12.0,,16.5,125.0,35.5,,3,15.0,4.0,249.0
5916,2005-01-16,ST,3,B,0,1400,GOOD,60-40,800000.0,4,13.54,21.47,23.24,23.64,,,,13.54,35.01,58.25,81.89,,,,9,4,3.0,,28.0,54.0,14.0,,9,71.5,,
5917,2005-01-16,ST,4,B,0,2000,GOOD,85-60,1165000.0,3,26.11,24.09,23.82,24.1,23.51,,,26.11,50.2,74.02,98.12,121.63,,,5,6,3.0,,21.5,30.0,87.0,,5,68.5,,
5918,2005-01-16,ST,5,B,0,1400,GOOD,60-40,800000.0,4,13.73,22.18,23.31,23.67,,,,13.73,35.91,59.22,82.89,,,,5,4,1.0,,17.5,14.0,14.5,,5,55.5,,
5919,2005-01-16,ST,6,B,0,1200,GOOD,60-40,800000.0,4,24.35,23.18,22.57,,,,,24.35,47.53,70.1,,,,,9,1,12.0,,31.0,19.0,57.5,,9,102.5,,
5920,2005-01-16,ST,7,B,0,1200,GOOD,G,10000000.0,11,23.34,22.15,23.2,,,,,23.34,45.49,68.69,,,,,1,7,13.0,,14.0,15.5,317.5,,1,28.0,,
5921,2005-01-16,ST,8,B,0,1600,GOOD,G,14000000.0,11,24.85,23.81,23.39,22.03,,,,24.85,48.66,72.05,94.08,,,,1,2,12.0,,13.0,19.5,29.5,,1,21.5,,
5922,2005-01-16,ST,9,B,0,1400,GOOD,105-80,1650000.0,2,13.54,22.29,23.99,22.6,,,,13.54,35.83,59.82,82.42,,,,2,9,5.0,,13.0,29.5,20.0,,2,26.0,,
